date;Alnus;Betula;Taxus;Fraxinus;Poaceae;Quercus;Ulmus;Urtica
2013-09-11;0;0;0;0;2;0;0;5
2013-09-12;0;0;0;0;0;0;0;0
2013-09-13;0;0;0;0;4;0;0;0
2013-09-14;0;0;0;0;7;0;0;1
2013-09-15;0;2;0;0;22;0;0;0
2013-09-16;0;0;0;0;12;0;0;0
2013-09-17;0;0;0;0;11;0;0;0
2013-09-18;0;0;0;0;0;0;0;0
2013-09-19;0;0;0;0;0;0;0;0
2013-09-20;0;0;0;0;0;0;0;2
2013-09-21;0;0;0;0;0;0;0;1
2013-09-22;0;0;0;0;2;0;0;0
2013-09-23;0;0;0;0;1;0;0;0
2013-09-24;0;0;0;0;0;0;0;0
2013-09-25;0;0;0;0;0;0;0;1
2013-09-26;0;0;0;0;0;0;0;0
2013-09-27;0;0;0;0;0;0;0;0
2013-09-28;0;0;0;0;0;0;0;0
2013-09-29;0;0;0;0;2;0;0;0
2013-09-30;0;0;0;0;0;0;0;0
2013-10-01;0;0;0;0;0;0;0;0
2013-10-02;0;1;0;0;1;0;0;0
2013-10-03;0;0;0;0;0;0;0;0
2013-10-04;0;0;0;0;0;0;0;0
2013-10-05;0;0;0;0;0;0;0;0
2013-10-06;0;0;0;0;0;0;0;0
2013-10-07;0;0;0;0;1;0;0;0
2013-10-08;0;0;0;0;0;0;0;0
2013-10-09;0;0;0;0;0;0;0;0
2013-10-10;0;0;0;0;0;0;0;0
2013-10-11;0;0;0;0;0;0;0;0
2013-10-12;0;0;0;0;0;0;0;0
2013-10-13;0;0;0;0;0;0;0;0
2013-10-14;0;0;0;0;0;0;0;0
2013-10-15;0;0;0;0;0;0;0;0
2013-10-16;0;0;0;0;0;0;0;0
2013-10-17;0;0;0;0;0;0;0;0
2013-10-18;0;0;1;0;0;0;0;0
2013-10-19;0;0;0;0;0;0;0;1
2013-10-20;0;0;3;0;0;0;0;0
2013-10-21;0;0;0;0;0;0;0;0
2013-10-22;0;1;0;0;0;0;0;0
2013-10-23;0;0;0;0;0;0;0;0
2013-10-24;0;0;0;0;0;0;0;0
2013-10-25;0;0;0;0;0;0;0;0
2013-10-26;0;0;0;0;0;0;0;0
2013-10-27;0;0;3;0;0;0;0;1
2013-10-28;0;1;5;0;0;0;0;0
2013-10-29;0;0;0;0;0;0;0;0
2013-10-30;;;;;;;;
2013-10-31;;;;;;;;
2013-11-01;;;;;;;;
2013-11-02;;;;;;;;
2013-11-03;;;;;;;;
2013-11-04;;;;;;;;
2013-11-05;;;;;;;;
2013-11-06;;;;;;;;
2013-11-07;;;;;;;;
2013-11-08;;;;;;;;
2013-11-09;;;;;;;;
2013-11-10;;;;;;;;
2013-11-11;;;;;;;;
2013-11-12;;;;;;;;
2013-11-13;;;;;;;;
2013-11-14;;;;;;;;
2013-11-15;;;;;;;;
2013-11-16;;;;;;;;
2013-11-17;;;;;;;;
2013-11-18;;;;;;;;
2013-11-19;;;;;;;;
2013-11-20;;;;;;;;
2013-11-21;;;;;;;;
2013-11-22;;;;;;;;
2013-11-23;;;;;;;;
2013-11-24;;;;;;;;
2013-11-25;;;;;;;;
2013-11-26;;;;;;;;
2013-11-27;;;;;;;;
2013-11-28;;;;;;;;
2013-11-29;;;;;;;;
2013-11-30;;;;;;;;
2013-12-01;;;;;;;;
2013-12-02;;;;;;;;
2013-12-03;;;;;;;;
2013-12-04;;;;;;;;
2013-12-05;;;;;;;;
2013-12-06;;;;;;;;
2013-12-07;;;;;;;;
2013-12-08;;;;;;;;
2013-12-09;;;;;;;;
2013-12-10;;;;;;;;
2013-12-11;;;;;;;;
2013-12-12;;;;;;;;
2013-12-13;;;;;;;;
2013-12-14;;;;;;;;
2013-12-15;;;;;;;;
2013-12-16;;;;;;;;
2013-12-17;;;;;;;;
2013-12-18;;;;;;;;
2013-12-19;;;;;;;;
2013-12-20;;;;;;;;
2013-12-21;;;;;;;;
2013-12-22;;;;;;;;
2013-12-23;;;;;;;;
2013-12-24;;;;;;;;
2013-12-25;;;;;;;;
2013-12-26;;;;;;;;
2013-12-27;;;;;;;;
2013-12-28;;;;;;;;
2013-12-29;;;;;;;;
2013-12-30;;;;;;;;
2013-12-31;;;;;;;;
2014-01-01;;;;;;;;
2014-01-02;;;;;;;;
2014-01-03;;;;;;;;
2014-01-04;;;;;;;;
2014-01-05;;;;;;;;
2014-01-06;;;;;;;;
2014-01-07;;;;;;;;
2014-01-08;;;;;;;;
2014-01-09;;;;;;;;
2014-01-10;;;;;;;;
2014-01-11;;;;;;;;
2014-01-12;;;;;;;;
2014-01-13;;;;;;;;
2014-01-14;;;;;;;;
2014-01-15;;;;;;;;
2014-01-16;;;;;;;;
2014-01-17;;;;;;;;
2014-01-18;;;;;;;;
2014-01-19;;;;;;;;
2014-01-20;;;;;;;;
2014-01-21;;;;;;;;
2014-01-22;;;;;;;;
2014-01-23;;;;;;;;
2014-01-24;;;;;;;;
2014-01-25;;;;;;;;
2014-01-26;;;;;;;;
2014-01-27;;;;;;;;
2014-01-28;;;;;;;;
2014-01-29;;;;;;;;
2014-01-30;;;;;;;;
2014-01-31;;;;;;;;
2014-02-01;;;;;;;;
2014-02-02;;;;;;;;
2014-02-03;;;;;;;;
2014-02-04;;;;;;;;
2014-02-05;;;;;;;;
2014-02-06;;;;;;;;
2014-02-07;;;;;;;;
2014-02-08;;;;;;;;
2014-02-09;;;;;;;;
2014-02-10;;;;;;;;
2014-02-11;;;;;;;;
2014-02-12;;;;;;;;
2014-02-13;;;;;;;;
2014-02-14;;;;;;;;
2014-02-15;;;;;;;;
2014-02-16;;;;;;;;
2014-02-17;;;;;;;;
2014-02-18;;;;;;;;
2014-02-19;4;0;7;0;0;0;0;0
2014-02-20;68;0;25;0;0;0;2;0
2014-02-21;14;0;113;0;0;1;0;0
2014-02-22;67;0;87;3;0;0;1;0
2014-02-23;37;0;14;0;0;0;1;0
2014-02-24;39;0;116;4;0;0;1;0
2014-02-25;86;0;720;2;0;0;4;0
2014-02-26;198;0;412;3;0;0;2;0
2014-02-27;47;0;387;0;0;0;4;0
2014-02-28;178;0;62;0;0;0;4;0
2014-03-01;36;0;548;0;0;0;1;0
2014-03-02;32;0;17;0;0;0;3;0
2014-03-03;70;0;202;0;0;0;2;0
2014-03-04;73;0;97;0;0;0;2;0
2014-03-05;50;0;96;0;0;0;1;0
2014-03-06;65;0;230;0;0;0;4;0
2014-03-07;17;0;514;0;0;0;4;0
2014-03-08;60;0;2374;2;0;0;3;0
2014-03-09;146;0;2600;1;0;0;12;0
2014-03-10;99;0;269;1;0;0;7;0
2014-03-11;42;0;207;0;0;0;12;0
2014-03-12;90;0;469;1;0;0;16;0
2014-03-13;30;0;90;1;0;0;4;0
2014-03-14;11;0;153;0;0;0;17;0
2014-03-15;72;2;1060;0;0;0;15;0
2014-03-16;14;3;62;0;0;0;5;0
2014-03-17;3;8;74;4;0;1;7;0
2014-03-18;4;13;109;6;0;1;13;0
2014-03-19;2;11;116;7;0;1;7;0
2014-03-20;2;4;92;7;0;0;5;0
2014-03-21;13;55;135;32;0;7;7;0
2014-03-22;9;65;184;58;0;2;3;0
2014-03-23;0;0;2;0;0;0;0;0
2014-03-24;0;8;24;10;0;0;0;0
2014-03-25;0;6;37;2;0;0;1;0
2014-03-26;1;29;19;4;0;0;1;0
2014-03-27;2;57;5;19;0;6;0;0
2014-03-28;0;153;51;42;0;2;0;0
2014-03-29;0;300;34;67;0;1;1;0
2014-03-30;2;540;54;72;0;2;2;0
2014-03-31;0;528;20;128;0;2;0;0
2014-04-01;0;928;26;119;0;1;0;0
2014-04-02;0;834;24;145;0;0;1;0
2014-04-03;0;1256;17;121;0;2;2;0
2014-04-04;0;1501;17;107;0;3;0;0
2014-04-05;0;1576;9;88;0;14;0;0
2014-04-06;0;119;0;13;0;17;0;0
2014-04-07;0;704;0;29;0;19;0;0
2014-04-08;0;839;33;47;0;48;1;0
2014-04-09;0;162;2;2;0;29;0;0
2014-04-10;0;45;3;0;0;6;0;1
2014-04-11;0;66;0;2;0;5;0;0
2014-04-12;0;86;3;0;0;12;0;0
2014-04-13;0;201;1;3;14;60;0;0
2014-04-14;0;227;27;5;0;90;2;0
2014-04-15;0;21;1;2;0;12;0;0
2014-04-16;0;18;0;0;0;11;0;0
2014-04-17;0;40;1;1;0;18;0;0
2014-04-18;0;27;1;4;0;9;0;0
2014-04-19;0;37;0;0;0;8;0;0
2014-04-20;0;43;0;3;0;32;2;0
2014-04-21;2;18;12;1;1;29;0;0
2014-04-22;2;12;31;2;1;26;0;0
2014-04-23;0;34;31;0;0;74;0;0
2014-04-24;0;43;18;0;3;134;0;0
2014-04-25;0;19;73;0;4;109;0;0
2014-04-26;0;10;28;0;5;94;1;0
2014-04-27;0;7;0;0;0;11;0;0
2014-04-28;0;4;0;0;0;14;0;0
2014-04-29;2;19;7;1;0;12;0;1
2014-04-30;0;15;15;0;5;73;0;0
2014-05-01;9;10;7;0;3;45;0;0
2014-05-02;0;2;0;0;4;11;0;0
2014-05-03;1;2;0;0;1;8;0;0
2014-05-04;3;12;4;0;1;10;0;0
2014-05-05;11;1;1;0;8;12;0;0
2014-05-06;6;4;18;0;12;51;0;0
2014-05-07;0;2;2;0;3;11;0;0
2014-05-08;2;5;2;0;7;19;0;1
2014-05-09;0;4;1;0;14;25;0;0
2014-05-10;1;2;1;0;18;16;0;0
2014-05-11;1;11;0;0;24;43;0;0
2014-05-12;1;7;1;0;5;13;0;0
2014-05-13;8;33;6;5;4;16;0;0
2014-05-14;0;3;0;0;3;6;0;0
2014-05-15;0;1;0;0;7;2;0;0
2014-05-16;0;2;0;0;3;6;0;0
2014-05-17;1;0;0;0;5;1;0;0
2014-05-18;0;1;4;0;6;4;0;0
2014-05-19;2;3;2;0;15;5;0;0
2014-05-20;0;0;4;0;24;2;0;0
2014-05-21;1;3;5;0;42;13;0;1
2014-05-22;1;8;0;0;51;5;0;2
2014-05-23;0;3;1;0;37;4;0;0
2014-05-24;0;2;0;0;11;0;0;0
2014-05-25;0;3;1;0;52;4;0;1
2014-05-26;0;3;0;0;43;1;0;0
2014-05-27;0;0;0;0;5;1;0;1
2014-05-28;0;0;0;0;15;1;0;0
2014-05-29;0;0;0;0;18;0;0;2
2014-05-30;0;0;0;0;3;0;0;0
2014-05-31;0;0;0;0;24;0;0;0
2014-06-01;2;0;0;0;93;0;0;4
2014-06-02;0;0;0;0;61;0;0;2
2014-06-03;0;0;0;0;37;0;0;1
2014-06-04;0;0;0;0;56;0;0;1
2014-06-05;0;0;0;0;46;1;0;4
2014-06-06;2;0;3;0;85;0;0;7
2014-06-07;9;0;3;0;94;0;0;12
2014-06-08;2;0;0;0;76;0;0;12
2014-06-09;2;0;2;0;62;0;0;28
2014-06-10;7;0;1;0;60;0;0;13
2014-06-11;2;0;2;0;97;0;0;39
2014-06-12;0;1;0;0;43;0;0;48
2014-06-13;0;1;0;0;53;0;0;28
2014-06-14;1;0;0;0;47;0;0;33
2014-06-15;0;0;0;0;28;0;0;36
2014-06-16;0;0;0;0;40;0;0;51
2014-06-17;0;0;0;0;43;0;0;17
2014-06-18;0;0;0;0;35;0;0;26
2014-06-19;0;2;0;0;49;0;0;25
2014-06-20;1;0;0;0;6;0;0;16
2014-06-21;0;0;0;0;18;0;0;18
2014-06-22;0;1;0;0;42;0;0;33
2014-06-23;0;0;0;0;55;0;0;22
2014-06-24;0;0;0;0;27;0;0;11
2014-06-25;0;0;0;0;21;0;0;12
2014-06-26;0;0;0;0;66;0;0;14
2014-06-27;0;0;0;0;60;0;0;16
2014-06-28;0;0;0;0;15;0;0;16
2014-06-29;0;8;0;1;0;0;0;0
2014-06-30;0;0;0;0;4;0;0;2
2014-07-01;0;0;0;0;29;0;0;22
2014-07-02;0;0;0;0;3;0;0;4
2014-07-03;0;0;0;0;18;0;0;26
2014-07-04;0;0;2;0;70;0;0;49
2014-07-05;2;0;0;0;25;0;0;32
2014-07-06;0;0;0;0;24;0;0;79
2014-07-07;0;0;0;0;20;0;0;40
2014-07-08;0;0;0;0;2;0;0;5
2014-07-09;0;0;0;0;0;0;0;2
2014-07-10;0;0;0;0;0;0;0;11
2014-07-11;0;0;0;0;26;0;0;48
2014-07-12;0;0;0;0;5;0;0;31
2014-07-13;0;0;0;0;20;0;0;58
2014-07-14;0;0;0;0;6;0;0;14
2014-07-15;0;0;0;0;9;0;0;15
2014-07-16;0;0;0;0;15;0;0;54
2014-07-17;0;0;0;0;12;0;0;60
2014-07-18;0;0;0;0;7;0;0;45
2014-07-19;0;0;0;0;12;0;0;43
2014-07-20;0;0;0;0;25;0;0;43
2014-07-21;0;0;0;0;1;0;0;5
2014-07-22;0;0;0;0;0;0;0;2
2014-07-23;0;0;0;0;12;0;0;65
2014-07-24;0;0;0;0;16;0;0;46
2014-07-25;0;0;0;0;4;0;0;46
2014-07-26;0;0;0;0;13;0;0;44
2014-07-27;0;0;0;0;4;0;0;42
2014-07-28;0;0;0;0;5;0;0;78
2014-07-29;0;0;0;0;1;0;0;11
2014-07-30;0;0;0;0;1;0;0;12
2014-07-31;0;0;0;0;2;0;0;26
2014-08-01;0;0;0;0;14;0;0;73
2014-08-02;0;0;0;0;9;0;0;18
2014-08-03;0;0;0;0;4;0;0;27
2014-08-04;0;0;0;0;7;0;0;56
2014-08-05;0;0;0;0;3;0;0;12
2014-08-06;0;0;0;0;2;0;0;94
2014-08-07;0;0;0;0;0;0;0;48
2014-08-08;0;0;0;0;6;0;0;58
2014-08-09;0;0;0;0;4;0;0;37
2014-08-10;0;0;0;0;5;0;0;69
2014-08-11;0;0;0;0;2;0;0;8
2014-08-12;0;0;1;0;3;0;0;88
2014-08-13;0;0;0;0;0;0;0;3
2014-08-14;0;0;0;0;0;0;0;61
2014-08-15;0;0;0;0;0;0;0;9
2014-08-16;0;0;0;0;0;0;0;20
2014-08-17;0;0;0;0;7;0;0;73
2014-08-18;0;0;0;0;4;0;0;91
2014-08-19;0;0;0;0;0;0;0;53
2014-08-20;0;0;0;0;0;0;0;43
2014-08-21;0;0;0;0;1;0;0;75
2014-08-22;0;0;0;0;2;0;0;74
2014-08-23;0;0;0;0;1;0;0;75
2014-08-24;0;0;0;0;1;0;0;45
2014-08-25;0;0;0;0;1;0;0;28
2014-08-26;0;0;1;0;1;0;0;24
2014-08-27;0;0;0;0;0;0;0;11
2014-08-28;0;0;0;0;3;0;0;27
2014-08-29;0;0;0;0;2;0;0;56
2014-08-30;0;0;0;0;0;0;0;1
2014-08-31;0;0;0;0;2;0;0;45
2014-09-01;0;0;0;0;0;0;0;28
2014-09-02;0;0;0;0;0;0;0;22
2014-09-03;0;0;0;0;0;0;0;7
2014-09-04;0;0;0;0;8;0;0;1
2014-09-05;0;0;0;0;4;0;0;3
2014-09-06;0;0;0;0;0;0;0;7
2014-09-07;0;0;0;0;1;0;0;10
2014-09-08;0;0;0;0;0;0;0;4
2014-09-09;0;0;0;0;0;0;0;1
2014-09-10;0;0;0;0;0;0;0;2
2014-09-11;0;0;0;0;2;0;0;0
2014-09-12;0;0;0;0;0;0;0;0
2014-09-13;0;0;0;0;0;0;0;1
2014-09-14;0;0;0;0;0;0;0;0
2014-09-15;0;0;0;0;0;0;0;0
2014-09-16;0;0;0;0;0;0;0;0
2014-09-17;0;0;0;0;2;0;0;1
2014-09-18;0;0;0;0;1;0;0;1
2014-09-19;0;0;0;0;0;0;0;0
2014-09-20;0;0;0;0;0;0;0;0
2014-09-21;0;0;0;0;0;0;0;1
2014-09-22;0;0;0;0;0;0;0;0
2014-09-23;0;0;0;0;0;0;0;0
2014-09-24;0;0;0;0;2;0;0;0
2014-09-25;0;0;0;0;0;0;0;0
2014-09-26;0;0;0;0;0;0;0;1
2014-09-27;0;0;0;0;0;0;0;1
2014-09-28;0;0;0;0;0;0;0;1
2014-09-29;0;0;0;0;0;0;0;2
2014-09-30;0;0;0;0;0;0;0;0
2014-10-01;0;0;0;0;0;0;0;0
2014-10-02;0;0;0;0;0;0;0;0
2014-10-03;0;0;0;0;1;0;0;0
2014-10-04;0;0;0;0;0;0;0;0
2014-10-05;0;0;0;0;0;0;0;0
2014-10-06;0;0;0;0;0;0;0;0
2014-10-07;0;0;0;0;0;0;0;1
2014-10-08;0;0;0;0;1;0;0;0
2014-10-09;0;0;0;0;0;0;0;0
2014-10-10;0;0;0;0;0;0;0;0
2014-10-11;0;0;1;0;0;0;0;0
2014-10-12;0;0;0;0;0;0;0;0
2014-10-13;0;0;0;0;0;0;0;0
2014-10-14;0;0;0;0;0;0;0;0
2014-10-15;0;0;0;0;0;0;0;0
2014-10-16;;;;;;;;
2014-10-17;;;;;;;;
2014-10-18;;;;;;;;
2014-10-19;;;;;;;;
2014-10-20;;;;;;;;
2014-10-21;;;;;;;;
2014-10-22;;;;;;;;
2014-10-23;;;;;;;;
2014-10-24;;;;;;;;
2014-10-25;;;;;;;;
2014-10-26;;;;;;;;
2014-10-27;;;;;;;;
2014-10-28;;;;;;;;
2014-10-29;;;;;;;;
2014-10-30;;;;;;;;
2014-10-31;;;;;;;;
2014-11-01;;;;;;;;
2014-11-02;;;;;;;;
2014-11-03;;;;;;;;
2014-11-04;;;;;;;;
2014-11-05;;;;;;;;
2014-11-06;;;;;;;;
2014-11-07;;;;;;;;
2014-11-08;;;;;;;;
2014-11-09;;;;;;;;
2014-11-10;;;;;;;;
2014-11-11;;;;;;;;
2014-11-12;;;;;;;;
2014-11-13;;;;;;;;
2014-11-14;;;;;;;;
2014-11-15;;;;;;;;
2014-11-16;;;;;;;;
2014-11-17;;;;;;;;
2014-11-18;;;;;;;;
2014-11-19;;;;;;;;
2014-11-20;;;;;;;;
2014-11-21;;;;;;;;
2014-11-22;;;;;;;;
2014-11-23;;;;;;;;
2014-11-24;;;;;;;;
2014-11-25;;;;;;;;
2014-11-26;;;;;;;;
2014-11-27;;;;;;;;
2014-11-28;;;;;;;;
2014-11-29;;;;;;;;
2014-11-30;;;;;;;;
2014-12-01;;;;;;;;
2014-12-02;;;;;;;;
2014-12-03;;;;;;;;
2014-12-04;;;;;;;;
2014-12-05;;;;;;;;
2014-12-06;;;;;;;;
2014-12-07;;;;;;;;
2014-12-08;;;;;;;;
2014-12-09;;;;;;;;
2014-12-10;;;;;;;;
2014-12-11;;;;;;;;
2014-12-12;;;;;;;;
2014-12-13;;;;;;;;
2014-12-14;;;;;;;;
2014-12-15;;;;;;;;
2014-12-16;;;;;;;;
2014-12-17;;;;;;;;
2014-12-18;;;;;;;;
2014-12-19;;;;;;;;
2014-12-20;;;;;;;;
2014-12-21;;;;;;;;
2014-12-22;;;;;;;;
2014-12-23;;;;;;;;
2014-12-24;;;;;;;;
2014-12-25;;;;;;;;
2014-12-26;;;;;;;;
2014-12-27;;;;;;;;
2014-12-28;;;;;;;;
2014-12-29;;;;;;;;
2014-12-30;;;;;;;;
2014-12-31;;;;;;;;
2015-01-01;;;;;;;;
2015-01-02;;;;;;;;
2015-01-03;;;;;;;;
2015-01-04;;;;;;;;
2015-01-05;;;;;;;;
2015-01-06;;;;;;;;
2015-01-07;;;;;;;;
2015-01-08;;;;;;;;
2015-01-09;;;;;;;;
2015-01-10;;;;;;;;
2015-01-11;;;;;;;;
2015-01-12;;;;;;;;
2015-01-13;;;;;;;;
2015-01-14;;;;;;;;
2015-01-15;;;;;;;;
2015-01-16;;;;;;;;
2015-01-17;;;;;;;;
2015-01-18;;;;;;;;
2015-01-19;;;;;;;;
2015-01-20;;;;;;;;
2015-01-21;;;;;;;;
2015-01-22;;;;;;;;
2015-01-23;;;;;;;;
2015-01-24;;;;;;;;
2015-01-25;;;;;;;;
2015-01-26;;;;;;;;
2015-01-27;;;;;;;;
2015-01-28;;;;;;;;
2015-01-29;;;;;;;;
2015-01-30;;;;;;;;
2015-01-31;;;;;;;;
2015-02-01;;;;;;;;
2015-02-02;;;;;;;;
2015-02-03;;;;;;;;
2015-02-04;;;;;;;;
2015-02-05;;;;;;;;
2015-02-06;;;;;;;;
2015-02-07;;;;;;;;
2015-02-08;;;;;;;;
2015-02-09;;;;;;;;
2015-02-10;;;;;;;;
2015-02-11;;;;;;;;
2015-02-12;;;;;;;;
2015-02-13;;;;;;;;
2015-02-14;;;;;;;;
2015-02-15;;;;;;;;
2015-02-16;;;;;;;;
2015-02-17;;;;;;;;
2015-02-18;;;;;;;;
2015-02-19;;;;;;;;
2015-02-20;;;;;;;;
2015-02-21;;;;;;;;
2015-02-22;;;;;;;;
2015-02-23;;;;;;;;
2015-02-24;;;;;;;;
2015-02-25;;;;;;;;
2015-02-26;;;;;;;;
2015-02-27;;;;;;;;
2015-02-28;;;;;;;;
2015-03-01;;;;;;;;
2015-03-02;;;;;;;;
2015-03-03;;;;;;;;
2015-03-04;;;;;;;;
2015-03-05;;;;;;;;
2015-03-06;;;;;;;;
2015-03-07;;;;;;;;
2015-03-08;;;;;;;;
2015-03-09;;;;;;;;
2015-03-10;;;;;;;;
2015-03-11;;;;;;;;
2015-03-12;;;;;;;;
2015-03-13;;;;;;;;
2015-03-14;;;;;;;;
2015-03-15;;;;;;;;
2015-03-16;94;0;34,5;0;0;0;0;0
2015-03-17;139;0;965;3;0;0;1;0
2015-03-18;38;1;581,5;0;0;0;4;0
2015-03-19;43,5;0;302;2;0;0;6;0
2015-03-20;22;7;410,5;0;0;0;17;0
2015-03-21;69,5;15;2277;1;0;0;22;0
2015-03-22;6;1;55;0;0;0;0;0
2015-03-23;4;0;61;0;0;0;3;0
2015-03-24;7;2;112,5;31,5;0;0;15;0
2015-03-25;18;8;453,5;50,5;0;3;5;0
2015-03-26;6;3;535,5;10;0;0;18;0
2015-03-27;32;9;438;14;0;2;9;0
2015-03-28;6;3;43,5;16;0;0;22;0
2015-03-29;14;13;851,5;8;0;0;31,5;0
2015-03-30;20;8;1257,5;9;0;1;37,5;0
2015-03-31;10;4;2702;4;0;0;36;0
2015-04-01;0;8;61;8;0;0;0;0
2015-04-02;4;0;2;19;0;0;2;0
2015-04-03;0;2;3;18;0;0;3;0
2015-04-04;0;0;2;14;0;0;2;0
2015-04-05;0;0;1;11;0;0;4;0
2015-04-06;0;0;2;9;0;0;1;0
2015-04-07;0;0;0;2;0;0;0;0
2015-04-08;0;0;18;47;0;0;4;0
2015-04-09;0;1;58;85,5;0;0;9;0
2015-04-10;0;1;131;413,5;0;17;18;0
2015-04-11;0;144;228;854;0;38,5;15;0
2015-04-12;0;48,5;55;531,5;0;1;2;0
2015-04-13;0;785;139;910,5;0;4;2;0
2015-04-14;0;723;68;426;0;2;0;0
2015-04-15;0;586,5;90,5;339;0;1;2;0
2015-04-16;3;1972;71;441,5;2;2;2;0
2015-04-17;0;670;15;277,5;0;7;0;0
2015-04-18;0;96;6;32,5;0;4;0;0
2015-04-19;0;177;11;21;0;9;0;0
2015-04-20;0;237,5;5;20;0;3;1;0
2015-04-21;0;434,5;7;21;0;7;0;0
2015-04-22;1;582,5;14;62;2;29;0;0
2015-04-23;0;109;1;3;0;14;0;0
2015-04-24;0;67,5;1;11;1;8;0;0
2015-04-25;2;171,5;5;18;0;69;0;0
2015-04-26;0;59;1;4;1;32;0;0
2015-04-27;1;188;13;3;2;164,5;1;0
2015-04-28;6;49;3;7;0;33;0;0
2015-04-29;1;55,5;38,5;2;0;122,5;0;0
2015-04-30;0;26;2;1;2;43,5;0;0
2015-05-01;0;1;0;0;0;2;0;0
2015-05-02;0;0;0;0;0;7;0;0
2015-05-03;0;3;0;0;0;3;0;0
2015-05-04;1;31,5;5;0;1;120,5;0;0
2015-05-05;7;73,5;29;0;11;224;0;0
2015-05-06;0;1;3;0;2;7;0;0
2015-05-07;1;9;1;0;12;32,5;0;0
2015-05-08;3;8;8;0;11;36,5;0;0
2015-05-09;0;1;2;0;12;20;0;0
2015-05-10;0;8;4;0;10;29;0;1
2015-05-11;0;4;6;0;10;12;0;1
2015-05-12;5;6;3;0;29,5;17;0;7
2015-05-13;1;5;7;0;50;80;0;0
2015-05-14;1;0;2;0;11;16;0;0
2015-05-15;0;1;1;0;4;4;0;0
2015-05-16;0;1;2;1;23;7;0;0
2015-05-17;0;1;0;0;47,5;5;0;2
2015-05-18;2;0;0;0;11;0;0;6
2015-05-19;3;0;0;0;44;6;0;1
2015-05-20;0;0;0;0;0;0;0;0
2015-05-21;0;1;0;0;2;0;0;0
2015-05-22;0;0;1;0;6;0;0;0
2015-05-23;0;1;0;0;16;0;0;0
2015-05-24;0;0;0;0;3;0;0;0
2015-05-25;0;0;0;0;12;0;0;2
2015-05-26;0;0;1;0;46;0;0;4
2015-05-27;0;1;0;0;15;0;0;1
2015-05-28;0;1;0;0;75;0;0;3
2015-05-29;0;1;0;0;245,5;1;0;3
2015-05-30;0;3;0;0;113,5;0;0;8
2015-05-31;1;1;1;0;149;0;0;6
2015-06-01;3;0;5;0;304;3;0;17
2015-06-02;1;0;1;0;244,5;0;0;11
2015-06-03;3;0;1;0;315,5;0;0;33,5
2015-06-04;0;0;1;0;322;0;0;42,5
2015-06-05;0;0;0;0;187;0;0;40,5
2015-06-06;8;1;4;0;257;0;0;65
2015-06-07;0;0;1;0;70,5;0;0;73
2015-06-08;0;0;0;0;29;0;0;34,5
2015-06-09;0;0;0;0;3;0;0;9
2015-06-10;0;0;1;0;17;0;0;61
2015-06-11;3;0;1;0;71;0;0;58
2015-06-12;1;0;2;0;44,5;0;0;83,5
2015-06-13;2;0;0;0;83,5;0;0;69
2015-06-14;0;0;0;0;21;0;0;53,5
2015-06-15;0;0;0;0;2;0;0;9
2015-06-16;0;0;0;0;21;0;0;115
2015-06-17;0;0;0;0;33,5;0;0;76
2015-06-18;0;0;0;0;25,5;1;0;15
2015-06-19;0;0;0;0;20;0;0;79,5
2015-06-20;0;0;0;0;6;0;0;23
2015-06-21;0;0;0;0;5;0;0;18
2015-06-22;0;0;0;0;40,5;0;0;47
2015-06-23;0;0;0;0;13;0;0;36,5
2015-06-24;0;0;0;0;13;0;0;68,5
2015-06-25;2;0;0;0;24;0;0;105,5
2015-06-26;0;1;0;0;28,5;0;0;158
2015-06-27;0;0;1;0;24;0;0;81,5
2015-06-28;0;0;0;0;55;0;0;134
2015-06-29;0;0;0;0;32,5;0;0;143
2015-06-30;0;0;0;0;17;0;0;82,5
2015-07-01;1;0;0;0;44,5;0;0;140
2015-07-02;0;0;0;0;19;0;0;161,5
2015-07-03;0;0;0;0;7;0;0;103
2015-07-04;0;0;0;0;13;0;0;156,5
2015-07-05;0;0;2;0;31;0;0;104,5
2015-07-06;0;0;0;0;46,5;0;0;207,5
2015-07-07;0;0;0;0;39,5;0;0;74
2015-07-08;0;0;0;0;15;0;0;95
2015-07-09;0;0;0;0;10;0;0;51,5
2015-07-10;0;0;0;0;21;0;0;41,5
2015-07-11;0;0;2;0;40,5;0;0;68
2015-07-12;0;0;1;0;29;0;0;84,5
2015-07-13;0;0;0;0;7;0;0;39,5
2015-07-14;0;0;0;0;26;0;0;44,5
2015-07-15;0;0;0;0;27;0;0;93,5
2015-07-16;0;0;0;0;21;0;0;90
2015-07-17;0;0;0;0;21;0;0;61
2015-07-18;0;0;0;0;14;0;0;47,5
2015-07-19;0;0;1;0;25;0;0;77
2015-07-20;0;0;0;0;8;0;0;86,5
2015-07-21;0;0;0;0;13;0;0;105,5
2015-07-22;0;0;0;0;22;0;0;56
2015-07-23;0;0;0;0;8;0;0;95
2015-07-24;0;0;0;0;23;0;0;134
2015-07-25;0;0;4;0;31,5;0;0;85,5
2015-07-26;0;0;0;0;22,5;0;0;62
2015-07-27;0;0;0;0;20;0;0;52
2015-07-28;0;0;0;0;7;0;0;30,5
2015-07-29;0;0;0;0;0;0;0;10
2015-07-30;0;0;0;0;8;0;0;8
2015-07-31;0;0;0;0;6;0;0;47
2015-08-01;0;0;0;0;17;0;0;59,5
